code;label-en_US;label-zh_CN;label-es_ES;attribute;sort_order
280_aa_a;"280 AA A";;;uniform_tire_quality_grading_utqg;29
240_a_a;"240 A A";;;uniform_tire_quality_grading_utqg;30
400_a_a;"400 A A";;;uniform_tire_quality_grading_utqg;31
320_a_a;"320 A A";;;uniform_tire_quality_grading_utqg;32
320_aa_a;"320 AA A";;;uniform_tire_quality_grading_utqg;33
800_a_a;"800 A A";;;uniform_tire_quality_grading_utqg;34
360_a_a;"360 A A";;;uniform_tire_quality_grading_utqg;35
420_aa_a;"420 AA A";;;uniform_tire_quality_grading_utqg;36
300_aa_a;"300 AA A";;;uniform_tire_quality_grading_utqg;37
80_aa_a;"80 AA A";;;uniform_tire_quality_grading_utqg;38
740_a_b;"740 A B";;;uniform_tire_quality_grading_utqg;39
740_a_a;"740 A A";;;uniform_tire_quality_grading_utqg;40
540_a_a;"540 A A";;;uniform_tire_quality_grading_utqg;41
560_aa_a;"560 AA A";;;uniform_tire_quality_grading_utqg;42
540_a_b;"540 A B";;;uniform_tire_quality_grading_utqg;43
700_a_a;"700 A A";;;uniform_tire_quality_grading_utqg;44
780_a_a;"780 A A";;;uniform_tire_quality_grading_utqg;45
640_a_a;"640 A A";;;uniform_tire_quality_grading_utqg;46
620_a_b;"620 A B";;;uniform_tire_quality_grading_utqg;47
460_a_b;"460 A B";;;uniform_tire_quality_grading_utqg;48
600_a_b;"600 A B";;;uniform_tire_quality_grading_utqg;49
520_a_b;"520 A B";;;uniform_tire_quality_grading_utqg;50
340_a_a;"340 A A";;;uniform_tire_quality_grading_utqg;51
500_b_a;"500 B A";;;uniform_tire_quality_grading_utqg;52
580_a_a;"580 A A";;;uniform_tire_quality_grading_utqg;53
220_a_b;"220 A B";;;uniform_tire_quality_grading_utqg;54
320_a_b;"320 A B";;;uniform_tire_quality_grading_utqg;55
360_a_b;"360 A B";;;uniform_tire_quality_grading_utqg;56
240_aa_a;"240 AA A";;;uniform_tire_quality_grading_utqg;57
200_aa_a;"200 AA A";;;uniform_tire_quality_grading_utqg;58
260_aa_a;"260 AA A";;;uniform_tire_quality_grading_utqg;59
720_a_a;"720 A A";;;uniform_tire_quality_grading_utqg;60
500_b_b;"500 B B";;;uniform_tire_quality_grading_utqg;61
380_a_a;"380 A A";;;uniform_tire_quality_grading_utqg;62
460_b_a;"460 B A";;;uniform_tire_quality_grading_utqg;63
560_a_b;"560 A B";;;uniform_tire_quality_grading_utqg;64
480_a_b;"480 A B";;;uniform_tire_quality_grading_utqg;65
560_a_a;"560 A A";;;uniform_tire_quality_grading_utqg;66
480_b_b;"480 B B";;;uniform_tire_quality_grading_utqg;67
440_aa_a;"440 AA A";;;uniform_tire_quality_grading_utqg;68
360_aa_a;"360 AA A";;;uniform_tire_quality_grading_utqg;69
680_a_b;"680 A B";;;uniform_tire_quality_grading_utqg;70
180_aa_a;"180 AA A";;;uniform_tire_quality_grading_utqg;71
220_aa_a;"220 AA A";;;uniform_tire_quality_grading_utqg;72
100_a_a;"100 A A";;;uniform_tire_quality_grading_utqg;73
420_a_a;"420 A A";;;uniform_tire_quality_grading_utqg;74
340_a_b;"340 A B";;;uniform_tire_quality_grading_utqg;75
340_b_b;"340 B B";;;uniform_tire_quality_grading_utqg;76
580_a_b;"580 A B";;;uniform_tire_quality_grading_utqg;77
660_a_b;"660 A B";;;uniform_tire_quality_grading_utqg;78
700_a_b;"700 A B";;;uniform_tire_quality_grading_utqg;79
540_aa_a;"540 AA A";;;uniform_tire_quality_grading_utqg;80
860_a_a;"860 A A";;;uniform_tire_quality_grading_utqg;81
680_a_a;"680 A A";;;uniform_tire_quality_grading_utqg;82
520_a_a;"520 A A";;;uniform_tire_quality_grading_utqg;83
620_a_a;"620 A A";;;uniform_tire_quality_grading_utqg;84
600_b_b;"600 B B";;;uniform_tire_quality_grading_utqg;85
420_a_b;"420 A B";;;uniform_tire_quality_grading_utqg;86
nd;ND;;;uniform_tire_quality_grading_utqg;87
225_50r17;225/50R17;;;uniform_tire_quality_grading_utqg;88
255_55r18;255/55R18;;;uniform_tire_quality_grading_utqg;89
lt265_75r16;LT265/75R16;;;uniform_tire_quality_grading_utqg;90
220_a_a;"220 A A";;;uniform_tire_quality_grading_utqg;91
175_70r14;175/70R14;;;uniform_tire_quality_grading_utqg;92
760_a_a;"760 A A";;;uniform_tire_quality_grading_utqg;93
100_aa_a;"100 AA A";;;uniform_tire_quality_grading_utqg;94
b_b;"B B";;;uniform_tire_quality_grading_utqg;95
60_aa_a;"60 AA A";;;uniform_tire_quality_grading_utqg;96
760_a_b;"760 A B";;;uniform_tire_quality_grading_utqg;97
180_aa;"180 AA";;;uniform_tire_quality_grading_utqg;98
380_aa_a;"380 AA A";;;uniform_tire_quality_grading_utqg;99
520;520;;;uniform_tire_quality_grading_utqg;100
300_a_b;"300 A B";;;uniform_tire_quality_grading_utqg;101
460_aa_a;"460 AA A";;;uniform_tire_quality_grading_utqg;102
200_b_a;"200 B A";;;uniform_tire_quality_grading_utqg;103
280_b_a;"280 B A";;;uniform_tire_quality_grading_utqg;104
720_a_b;"720 A B";;;uniform_tire_quality_grading_utqg;105
tw280;TW280;;;uniform_tire_quality_grading_utqg;106
tw240;TW240;;;uniform_tire_quality_grading_utqg;107
tw140;TW140;;;uniform_tire_quality_grading_utqg;108
50;50;;;aspect_ratio_tires;0
55;55;;;aspect_ratio_tires;1
70;70;;;aspect_ratio_tires;2
60;60;;;aspect_ratio_tires;3
12_5;12.5;;;aspect_ratio_tires;4
65;65;;;aspect_ratio_tires;5
9_5;9.5;;;aspect_ratio_tires;6
10_5;10.5;;;aspect_ratio_tires;7
75;75;;;aspect_ratio_tires;8
45;45;;;aspect_ratio_tires;9
40;40;;;aspect_ratio_tires;10
35;35;;;aspect_ratio_tires;11
85;85;;;aspect_ratio_tires;12
80;80;;;aspect_ratio_tires;13
7_5;7.5;;;aspect_ratio_tires;14
10;10;;;aspect_ratio_tires;15
30;30;;;aspect_ratio_tires;16
11_5;11.5;;;aspect_ratio_tires;17
25;25;;;aspect_ratio_tires;18
8_5;8.5;;;aspect_ratio_tires;19
14_5;14.5;;;aspect_ratio_tires;20
90;90;;;aspect_ratio_tires;21
13;13;;;aspect_ratio_tires;22
12;12;;;aspect_ratio_tires;23
13_5;13.5;;;aspect_ratio_tires;24
shoulder_bags;"Shoulder bags";单肩包;"Bolsas de hombro";tmall_categories;0
totes;Totes;托特包;"Bolso de mano";tmall_categories;1
shopping;Shoppers;;;tmall_categories;2
boots;Boots;;;tmall_categories;3
sneakers;Sneakers;;;tmall_categories;4
mules;Mules;;;tmall_categories;5
clutches;Clutches;;;tmall_categories;6
belt_bags;"Belt bags";;;tmall_categories;7
